,날짜,기업명,"긍정1,부정2",정제된 내용,score
3966,2023-02-07,위메이드,1,위메이드무상증자 유보율도 많은데 한번 갑시다 억주 채우게유,85.245
3967,2023-02-03,위메이드,1,후 갈거에요 지금매수 완료,86.10199999999999
3968,2023-02-02,위메이드,2,올리는척하다 오후에 또 빼버리나 이렇게해서 만 갈수있겠나,51.783
3969,2023-02-03,위메이드,2,악재 전 먹튀 뇌동매매 추격매매 곧바로 쳐물린다 먹고 튀자,16.773
3970,2023-02-03,위메이드,1,또 전강후약인가 성장동력 엄청나다 위믹스 재상장추진설,83.489
3971,2023-02-03,위메이드,2,사필귀정 년 월 일 오후 시경에 상폐정보 사전유출 의심속에 위메이드 급락하고 머니투데이 이하늬기자 상장폐지 사전유출 기사 미리 나오고 갑자기 위믹스 급락하며 공매도세력들은 숏거래로 대박나고 그와중에 거래소들은 수수료장사 해처먹고 업비트 대표가 에 사필귀정 이라고 감정적으로 언급했을때의 분노는 이루 말할수도 없었습니다 절대 잊지 않겠습니다 사필귀정 기다리고 또 기다리면 머지않아 오늘보다 더 좋은 날이 있으리라 간절히 두손모아 염원해봅니다,34.542
3972,2023-02-03,위메이드,1,원 아침 고점을 시간째 못 뚫음 그건 지속 고점에서 물량 털어머고있다는거여 종가는 프로대 상승 마감 유력 프로이상 수익실현하라,77.507
3973,2023-02-06,위메이드,2,일때 익절할껄 괜히 욕심부렸넹,16.267
3974,2023-02-01,위메이드,2,로 갈아타시요 갈아타자,77.675
3975,2023-02-03,위메이드,2,여기 찬티들 진짜 조심해 물린애들 천지라 계속 객관적인 자료없이 희망적인 글만 쓰고 있음 곧 실적발표 있어 공매도로 폭탄투하 가능함 적당히 단타만 합시다,15.316
3976,2023-02-03,위메이드,1,공매알바의 존재 이유 자자 오후 저녁되니 명 동시 출석 하더군요 그러니 사라지고 활동하네요 진짜 이분들 지표탐지 오실레이터 역할하네요 왜 이분들이 지금같은 황금시간에 위메이드가 위험하니 사지 말라고 안달할까요 왜 대체 이시간에 왜 계속 시간 내면서 글쓸까요 첨엔저도 세력인데 매집하려나 했는데 오늘 어제랑 똑같이 두명 동시 출격하는거 보고 확신했습니다 아마 시에 회의 끝나고 일하러 나왔을겁니다 저는 저들이 외인 공매포지션 이라 안봅니다 기관껴있는 세력급 공매포지션이라 봅니다 그렇지않다면 도저히 설명이 안됩니다 몇날 몇일 그것도 급등할까봐 안절부절인 위메이드게시판에 그렇게 매도를 전파하나요 손익관계 말고 또 다른 이유가 있을까요 그렇다면 엮으로 지금 저들이 힘든상황 아닐까요 지금 저들이 불안한거 아닐까요 미국 게임스톱의 시작이 이랬습니다 공감하면 엄지척 퐈이아,32.447
3977,2023-02-03,위메이드,1,무증한번가자 장대표 생각하고 있지,86.123
3978,2023-02-06,위메이드,1,종가베팅 억 매수 개미 예상대로 시초가 프로 시작해서 쭉 올릴 듯 묵직한 상승이 예상 투자심리는 매수세 승 백만원 천만원 수익 예상,84.833
3979,2023-02-06,위메이드,2,하 썅 고점 물렸네,10.425
3980,2023-02-02,위메이드,1,하여튼 회사측 알바애들은 정곡을 찌르면반박을 못해요 지들말은 그럴싸하게 적었는데조금만 물어보면 구멍 숭숭이니 화이팅 개미 좀 더 빼먹어야지,22.723
3981,2023-02-03,위메이드,1,안티들 난리났댜 배아파서,84.714
3982,2023-02-08,위메이드,2,개미만 순매수네 만주 요즘 세력은 개미태우고 가나보네,38.194
3983,2023-02-03,위메이드,2,뭐야 그만처박아라,10.846
3984,2023-02-02,위메이드,1,오늘도 파랭이면 장현국 쌍욕 박는다 서버 늘려라 이새끼야,33.968999999999994
3985,2023-02-03,위메이드,1,드디어 뚫었구나 이제 매수하즈앗,85.86399999999999
3986,2023-02-01,위메이드,2,지수 개폭등 위매는 개폭락 항상 그랬지,10.583
3987,2023-02-06,위메이드,1,주말 진행상황 위믹스 금요일 종가 원 월요일 현재 원 상승 미르 글로벌 동시접속 금요일 만 월요일 새벽 만돌파 상승 위메이드 금요일종가 원 개장전,85.941
3988,2023-02-07,위메이드,1,누가 뭐래도 내 갈 길을 간다 우직하게 삽질을 해서 산을 옮긴다 이 호구형 느낌 왔다 산전 수전 공중전 다 겪어본 형이야 또 간드아 그 때처럼 모두가 수익 자랑하고 싶어질 때를제일 조심하자구 성투,39.999
3989,2023-02-03,위메이드,1,월요일 갭런 주말이 길겠군요,61.731
3990,2023-02-03,위메이드,1,팔지마세요 여러분 주박사님께서 담주까지 무조건 홀딩이라십니다,82.62100000000001
3991,2023-02-08,위메이드,2,벌레들이 더 설치네 니가 주주면 난 신이다 제가 뭐라했습니까 찬티가 설치면 안됩니다 조회수 신고어제 글 올린거 지웠지만 위메 오래들고있는 주주로써 찬티가 설쳐서 오른적 본적이 없습니다,22.222
3992,2023-02-08,위메이드,2,미국 매출 위 겨우 위 겨우 아닙니다 모바일인덱스 여기 무료 검색이 위 까지 됩니다 위 게임들은 약 년의 게임 역사가 포함된 엄청난 것들 입니다 여기에 낀 것은 엄청난 겁니다 호재 이런 것 으로 표현 안 됩니다 글로발 매출 들어가면 미국 순위 나옵니다,69.087
3993,2023-02-02,위메이드,1,미쿡도 불장 쫌만 가즈아,86.037
3994,2023-02-02,위메이드,1,수익 내고 있다는 애들이 왜 더 하는지 진짜 노이해웃기지 지들이 말한 수익권인데굳이 말안해도 올라가는 거라면서 아득바득 말같지도 않은 논리 펼치며 댓글 다는게 꼭 그 상폐직전 알바같은 애들 보는느낌,70.76599999999999
3995,2023-02-03,위메이드,1,우와 조아 빨리 닫자,82.082
3996,2023-02-01,위메이드,2,각국 평균 동접자 명 게임내 돈지른다해도 전체 하루 매출 만원은 나오겠냐 게임이 주사업이면 게임성에 목숨걸어라 어떻게 해서든 코인연계 시켜서 도박성 게임 만들려고 하지말고,29.182
3997,2023-02-03,위메이드,1,고팍스에 위믹스들어갈수있을까 바이낸스가 고팍스지분확보했네 개인적으로 원화마켓에 재상장했으면 좋겠다,82.376
3998,2023-02-03,위메이드,2,위믹스윌렛 아직도먹통인가요 지우고다시다운받아도 매수 매도가안되는데 거래되는분들있나요,26.259
3999,2023-02-07,위메이드,2,오늘은안올라 위믹스흐름이답답하다 근데 저 천원은기본으로넘고 천부터시작해야될텐데 섣부르게판단 미르 글로벌로 위믹스 테스트봐야됨,35.45
4000,2023-02-08,위메이드,2,약속된 미래는 피하는 게 낫다 실적 이슈로 다음주까지 야금야금 뺄거다 피할 수 잇는데 대체 왜 쓰나미를 정면에서 맞겟다는 거야 그거 심각한 정신병이야,15.602
4001,2023-02-03,위메이드,1,개거품 안티들 오데갔노,83.097
4002,2023-02-02,위메이드,1,위메이드 기대 이상으로 잘버틴다 코스피 흘러내리는데 네오위즈홀딩스와 손잡고 밀어올리는중 지수가힘빠지는데 혼자 튄다 밸류에이션변화인거지 위메이드 퐈이아 슬슬 존재감 내보자 엄지척 님 앞으로 친하게 지내요 사라지시면 안되요,65.019
4003,2023-02-06,위메이드,2,조심들 혀 이익 챙겨으면 얼른 매도혀 외인 프매 물량 개미들이 다 받아 내고 있네 어쩔려고 그러냐,19.456
4004,2023-02-08,위메이드,2,내일 실적실망감에 급락예상 마이너스 프로정도위믹스로 프로 하락중,11.633
4005,2023-02-09,위메이드,1,내일 양봉으로 끝났으면 좋겠네 소설가 양반얼굴좀 보게,46.349
4006,2023-02-07,위메이드,2,키움 한투 익절 개미들 다 팔았냐 챠트봐라 팔 시점인가,38.148
4007,2023-02-07,위메이드,1,투자주의라 아쉽네 지금 막 올라갈랑 말랑 시동 부릉부릉 걸기만 하고 투자주의라 가질 못 하네 이 느낌 그대로 내일 달리자,83.788
4008,2023-02-08,위메이드,1,게임주가 폭등하려면 블록체인 기술을 적용한 밖에 없다 승인 나는걸 해결해야 한다 다시 붐을 일으켜야한다 미르고 지랄이고 이젠 다필요없다,80.337
4009,2023-02-03,위메이드,1,큰거 온다했제 판호왔는가 판호면 상한가지 다들 인정,80.132
4010,2023-02-03,위메이드,2,위메 진짜 못오르긴 못오르네 희한하다,41.451
4011,2023-02-07,위메이드,1,상반기 최대 기대작,85.491
4012,2023-02-01,위메이드,1,상승 시동 차 만 차 만 차 만 목표가 연말까지 홀딩시 배 이득 단타 백날쳐봐야 몇푼 못번다 최소 만 가도 배 버는데묻어둬라,85.961
4013,2023-02-06,위메이드,1,추세는 이미 우상향 다 알잖아 만까지는 그냥도 간다 현금으로만 모아가라 이달 또 쇼셜카지노 대박 나온다 앞으로 갈길이 아직 멀다 뭐 육만부터 석달전 내렸는데 지금 겨우 이거 오른거로 안티들 겁내하냐 시작도 안했는디,76.16300000000001
4014,2023-02-06,위메이드,1,님 현재는 고가로 보이는 착각이죠 만 원 시외 팔고 싶은데 될까요 조회수 신고 주입니다 추천 비추천 객관적으로냉정하게 보니까 만원도최소가라 봅니다왜 원 종가에서다음날 원 급락한이유가 위믹스상장폐지였는데이미 주가 다 반영된데다가위믹스는 원도 넘어상승세타고 있고오늘 개 게임주 중 개 나락에서 개 상승에위메이드 삼총사가 있는 이유또한 지난주부터 본격적인위믹스 급등세가 큰몫한거죠그러니까 원도 최소가라 본단거에요상황이 급반전됐으니까다시 그 주가로 올라와야하는데다미르 글로벌 흥행 주가를반영하면 만원은 더 최저가인거죠앞으로 호재들도 반영한다보면더더욱 만원은 최저가란 계산이고요올해는 무조건 만원 이상은 간다라정신나간 알바들말곤그렇게 당연히들 보고 있고요 즉팔지않고올해말까지 기다리셔도그 기다림이 고된거지 만원 주가는 당연히가능하다보고솔직히올해에 만 이상은갈 것 같다라 보고 있네요 지난주에 쓴 글을 올릴테니 느껴보세요다 사실입니다 원 오른 원 오늘 종가 원 내린 원 종가 이후 원 이상 종가는 개월 넘게 걸림 일 이때가위믹스 상장폐지날 포함이고다 하락 종가이고 하루만 원 이상 내린 날도 있음 원 내린 원 종가 원 내린 원 종가 원 내린 원 종가 원 내린 원 종가 원 내린 원 종가 새해이자 주식 첫 날인 포함 일째 번 하락 종가이고 번 상승 종가 원 새해에 무려 원이 오름 반 조금 안되는 금액임 올해에 위메이드는상승세를 탔다 주가가 버티고 원 이상 자주 오른위메이드로 돌아가고 있다 오늘 드디어세력이 들어왔다 차트보면거래량이 확 오름 추가로 적으면 작년과 상황이급반전된 위메이드 개 온보딩 개 성공 개만 남겨둠 위믹스 원 이상 오르는 중임 미르 글로벌 흥행 성공함 판호 발급 기대감 주가 상승에 한몫할올해 레전드 오브 이미르 등 신작 출시함 원 오른 원 원올해 월달만 되도저가라 생각이 되네요 만원도 저가일 수 있다생각이 되고요 지난주 코스닥 외국개 순매수 위 억원 이상 매수체결 위우연이나 일시적이 아니거든요 오늘은 지난주 금요일미국지수급락 이유가 큰 것이고대형주 대장주 나락에코스피 코스닥 지금말도 아닌데 위메이드 지금도상승하고 있고오늘 상승하는 소수의 주식 중 하나라진가를 입증하고 있죠오늘 본 이들이내일부터 매수세로들어올 확률도 높다봅니다저가매수세 유입이죠이번주에 다시 미국지수가상승세로 접어들 확률이 높으니다시 위메이드가저 순위권에 들 확률또한 높다 보고 있습니다 기정사실이죠,51.209
4015,2023-02-06,위메이드,1,대박 게임은 소셜 카지노 소셜카지노 나오면 만 돌파다,84.175
4016,2023-02-06,위메이드,2,코오롱만세 벌써 단기두배이상먹었네 아무리 설쳐봐라 호재떠봐라 지들이 발행한 코인 고점에 팔아 빌딩산 그룹 최후의 말로는 말안해더 알제,28.130000000000003
4017,2023-02-03,위메이드,1,엔피 봐라 프로 폭등 이게 대장주의 클라스지 아까 프로대 매수한 자들 추카,82.59
4018,2023-02-06,위메이드,1,안티 다 사라졌냐 이장에 이 매도세에도 오른다 안티 또해봐,84.12700000000001
4019,2023-02-03,위메이드,1,차트는 죽인다 인정 위믹스 대박인데 안 팔기 잘했네 원 돌파 위믹스 비트마트 거래량 위,85.378
4020,2023-02-01,위메이드,1,영화관객수 집계하냐 손익 분기점 만명,66.066
4021,2023-02-06,위메이드,2,개미만 샀다 댔다,78.97099999999999
4022,2023-02-03,위메이드,1,위믹스 은 진작 돌파했고 지금 원 앞에서 못 넘고 공방중입니다 성투하십시오,83.20400000000001
4023,2023-02-06,위메이드,2,내가사면떨어져 위믹스팔고 위메이드나 사야겄다스바,35.001
4024,2023-02-03,위메이드,1,오늘 공매 슬슬 피말리자 똥줄 탈 거야,37.254
4025,2023-02-01,위메이드,1,디스코드에서 유럽애들이 난리침 시간 대기해도 겜못하니까 빨리 서버 늘려달라고 아시아만 늘려주고 유럽 차별하는 거냐며 항의함걍 조금만 기다려 내 생각엔 동접자 만 넘는건 기정사실이고 미르 노점상 이코노미 시작되면 그때부터 시작임 그게 미르 최대 장점이니까오늘 공매들 아무리 찍어눌러봐라 겜해본 유저들만 미르 글로벌 순항중인거 체감하고 절대 안판다,57.266
4026,2023-02-06,위메이드,2,투자주의 낼 장대음봉 당첨,16.807
4027,2023-02-01,위메이드,1,작업장 들어오기 시작 봇돌기 시작한다 만 봇 다시 보나 가즈아,82.784
4028,2023-02-08,위메이드,1,년차 자나가다기 이게 체결되네 다시 주주됨을 신고 합니다 수거,59.854
4029,2023-02-07,위메이드,1,크래프톤 위메이드 다 빼고 작년 매출로만 비교 년도 기준 크래프톤 매출 조 천억영익 천 억 유보율 주당 원 범주당 장부가치 만 원 위메이드매출 원영업이익 억 유보율 주당 원범 코인팔아서 주당 장부가치 만 천원 약 조 약 조 천억 결론 단발성 이익 코인매도 기타등 없이년간 적자지속 게임주 황금기에도 적자 뭐,40.897
4030,2023-02-03,위메이드,1,왜 대체 기계적으로 출근해서 악성글을 쓸까 대체 왜 저기 공매 알바님들 님들이 공매 알바가 아니면 대체 왜 일하듯이 댓글달고 대체 왜 님들이 매수한 종목 게시판 안가세요 대체 왜 여기서 이러세요 진지하게 말씀 좀 해주세요 부탁드립니다 씨익,25.894
4031,2023-02-06,콤텍시스템,1,원 넘길것같은데 상한가 연상가면 좋겠다,84.713
4032,2023-02-05,콤텍시스템,2,선수는 다 도망가고 쩝,10.527
4033,2023-02-07,콤텍시스템,2,무조건 원간다 이상,85.798
4034,2023-02-06,콤텍시스템,1,천원에 반익절 한다,11.894
4035,2023-02-07,콤텍시스템,2,단기과열 불쌍하다 여긴 참,11.974
4036,2023-02-06,콤텍시스템,1,엄청 흔드네 하지만 재료가 워낙 좋아서 곧 말아올리겠지,82.15599999999999
4037,2023-02-07,콤텍시스템,2,물린거 같아 개미 꼬셔서 털기네갈놈은 이렇게 살 시간을 주지않아,12.699
4038,2023-02-06,콤텍시스템,1,텔레칩스 국책과제 반도체 성능 공개 가즈아,84.048
4039,2023-02-03,콤텍시스템,2,프로그램 매도 쏟아진다 원에 잡아라,15.729
4040,2023-02-09,콤텍시스템,1,세력이 약하네 상한가 친적없고 받아서 지 본전차리고 올리고 이좋은 쳇 시장에 영업이익좋고 다좋은데 왜 못올려,82.46700000000001
4041,2023-02-06,콤텍시스템,2,역시 던지는구만 팍팍 곡소리좀 들어야 들가지 종가 프로만 더빠져라,19.171
4042,2023-02-07,콤텍시스템,2,막판에 다던지네 나락,9.055
4043,2023-02-06,콤텍시스템,1,줄때 쬐매씩사 점핑가면끝내준다,84.831
4044,2023-02-06,콤텍시스템,1,가보자 지폐까지 가보자,86.999
4045,2023-02-09,콤텍시스템,2,시외 폭락 역시 댁이나 많이 드시오,14.308
4046,2023-02-06,콤텍시스템,1,똥인지 된장인지아직도 몰것 딱봐도 털기인데 시간째 이야기 중난 프로 더 지면들온다,21.537
4047,2023-02-03,콤텍시스템,2,들이 놀고있네 올리지도 못하고내리지도 못하는 고자세이들 같은 개작전세이들,23.534
4048,2023-02-06,콤텍시스템,2,원에 아 하고 기다리고 있겠음 기다리면 무조건 오는 종목 꼭텍,79.027
4049,2023-02-06,콤텍시스템,2,찬티주의보 나락 찬티가 많아 나락이여,8.832
4050,2023-02-08,콤텍시스템,1,대세는 이미 결정났다 한시라도 빨리 매수혀,85.453
4051,2023-02-03,콤텍시스템,1,일년 묻어둔다 일년후 누가 승자인지 평단가 원 전 재산이다 주식해서 수억 해 먹었다 별것 다 해보아도 주식은 힘들드라 실적보고 우량주 이게 답이다 일년 뒤에 보자,46.835
4052,2023-02-06,콤텍시스템,1,만주 푹담궈 종잣돈 단디 챙겨야것다 콤텍아 고맙다 석달후에보자,85.544
4053,2023-02-07,콤텍시스템,2,다시하락 수고링 단타냠냥,9.506
4054,2023-02-06,콤텍시스템,1,모지리덜 내가 사라햇제,12.385000000000002
4055,2023-02-02,콤텍시스템,2,오늘도 잘 먹고갑니다 또 밑에서 대기,11.31
4056,2023-02-07,콤텍시스템,1,대단한 호재인데도 중생들이 무식해서 이해를 못해 못가는 형국이구나,17.062
4057,2023-02-06,콤텍시스템,1,매집 잘된녀석이 재료 만났지요 오늘은 바로 상치고나중에 천원에 팔께요,80.478
4058,2023-02-08,콤텍시스템,1,주포 조절중 크게 갈거여 계획이 크다 커,81.017
4059,2023-02-03,콤텍시스템,2,거래터진 윗꼬리장대음봉 탈출은 지능순,11.38
4060,2023-02-06,콤텍시스템,2,종가는 보합이다 종가를 믿나,21.528
4061,2023-02-06,콤텍시스템,1,휴림로봇 동전일 때도 가느니 마느니 난리도 아닌 시절이 있엇지 하지만 결국 지폐주 안착함 다음세대 먹거리는 로봇과 라고 볼때 로봇은 어느 정도 올라갔고 다음타자는 누구나 아는 게다가 아시아판권까지 가지고 있는 콤텍 지폐주 간다고 본다,74.62100000000001
4062,2023-02-09,콤텍시스템,2,나락 콤텍이얼마나 개미매물이많고 무거운 개미신용들 많이올랐네 꼴좋다 얼마나 개미주식수가 많고 못 오르는 무거운 종목인지 지금부터 느긋하게 떨어질때까지 잘 구경해보거라 단타시점 기다릴게유,21.268
4063,2023-02-06,콤텍시스템,2,이 순간에 상칠거 같다는 뇌에는 분명 똥 만차잇을듯고마 하우스나가서 카드나 쪼아라,17.677
4064,2023-02-03,콤텍시스템,2,오늘도 잘 먹고 갑니다 또 밑에서 대기,12.119
4065,2023-02-09,콤텍시스템,2,시체가 너무 많아 털고 나가려 안간힘 쓰네,26.182
4066,2023-02-06,콤텍시스템,1,이렇게실적이좋은데동전주 천원은가볍게 넘긴다,71.032
4067,2023-02-06,콤텍시스템,1,지폐 가겠네 다 털려라,70.728
4068,2023-02-06,콤텍시스템,1,봉이다 무조건 질러,73.233
4069,2023-02-06,콤텍시스템,2,돔황쳐 갈놈이엿음 이미 프로 위에서 이거 막탐에 던질꺼다밀휘 도망쳐 바봉들아,10.083
4070,2023-02-06,콤텍시스템,2,재료가 많은데도 못가네 오늘 날을 잘못 잡은듯,12.545
4071,2023-02-08,콤텍시스템,2,납덩이 종목이넹 팔고 금융주로 왔는데조정국면이구나 네이버 전자가 대 상승 꼼떼기는 아직 고점의 개미들이 정리안한 물량 뺏는데 시간이 걸리겠지 일선 조정 원대 쯤 사볼까 하는데,19.262
4072,2023-02-03,콤텍시스템,2,이런 개잡주는 올리다 개미붙으면 던지고 도망치는 그런 잡쓰레기임 개미접근불가,8.899999999999999
4073,2023-02-06,콤텍시스템,1,주식방 알바들 존나 알바들아 니들이 말안해도 어차피 상간다 고만해라 다른데 가서 알바 많이 해라 여긴 알만큼 아니,70.525
4074,2023-02-07,콤텍시스템,2,신용 떨어져 나가는거 봐라 어제 시급했나봄 급등주 탔다가 혼났쥐 그렇게 배우면서 알아가는겨,20.44
4075,2023-02-06,콤텍시스템,1,엔디비아랑 역겼다 달려 달려 아시아총판에 엔디비아가 콤텍 부품쓴다 달려 달려 달려,86.154
4076,2023-02-06,콤텍시스템,1,외인 눌러노코와 막판에 삿네,40.613
4077,2023-02-06,콤텍시스템,1,이제 세력이 좀 사기시작하네 종가 이상 올려봐라,85.52199999999999
4078,2023-02-06,콤텍시스템,1,요새 로 각잡히면 거의 두배는 기본 가던데 흠 코난테크놀로지 배솔트룩스 배셀바스 배씨이랩 배마인즈랩 배오픈엣지 배브리지텍 배위세아이텍 배바이브컴퍼니 배알체라 배나무기술 배이노룰스 배유엔젤 배 배플레이디 배포바이포 배,78.146
4079,2023-02-06,콤텍시스템,1,흔드는거 보니 오후에 상갈거 같다,82.927
4080,2023-02-07,콤텍시스템,2,저 물량 뭐꼬 오늘은 끝,10.077
4081,2023-02-07,콤텍시스템,2,개애애 쓰레기 잡주였네 이딴걸 샀네,9.955
4082,2023-02-06,콤텍시스템,1,상간다 오늘,86.183
4083,2023-02-03,콤텍시스템,1,느낌좋아서 물타기했는데 에서 물타서 원대로 만들었는데또 년 기다려야하나,31.3
4084,2023-02-06,콤텍시스템,1,짝짝짝 만원 먹었다 짝짝짝 키야 나 이제 주식 깨달은 듯,77.55
4085,2023-02-03,콤텍시스템,2,설거지 끝났다 튀어라,9.329
4086,2023-02-03,콤텍시스템,1,상한번보자 실적도좋고,85.42099999999999
4087,2023-02-03,콤텍시스템,1,매집이야 물량수거 겁나게가겄다,80.768
4088,2023-02-06,콤텍시스템,1,오늘 상 못말면 전재산 기부한다했습니다,76.219
4089,2023-02-06,콤텍시스템,1,지금 던지는 자들 타고난 재복이 없어 그런거지,12.782
4090,2023-02-06,콤텍시스템,2,더이상은 안갈듯 여기가 종착역입니다 내리실분 잊어신물건없이잘챙겨서 안녕히가십시요,25.835
4091,2023-02-02,콤텍시스템,2,제가말한대로 유증 감자로 이득보려면 개미유입 일단 상승 시킨 후 오르는 기대감 조성 후 개미부터 유입시킨 뒤 유증이나 감자 예상 부근 다시 매물대 쌓일 듯 전 주주들과 신규주주들은 다시 이도저도 못하고 유증받아야함 예상대로 게시판에 개미꼬시는 글들 올라오기 시작 일단은 개미 유입구간이긴함 주식은 주포나 각종목 특성만 잘 파악하면 단타로 벌기 쉬움,58.369
4092,2023-02-06,콤텍시스템,1,상한가 찍겠다 개미 단타꾼 물량털렸다 가자연상냄새가 난다,84.976
4093,2023-02-06,콤텍시스템,1,상상 상 몇번하겠네,83.607
4094,2023-02-06,콤텍시스템,2,나 하 또 고점에 물린건가,10.213
4095,2023-02-02,콤텍시스템,1,일선 종가 위에만 있어주라쫌,84.868
4096,2023-02-06,콤텍시스템,2,매출이 올라가면뭐함 영업이익이 적자인데,53.091
4097,2023-02-06,콤텍시스템,2,형님 시원하시겠습니다 소화를 잘 시켜서,25.031
4098,2023-02-07,콤텍시스템,1,원에 날린 거 후회 할거다 대부분 새가슴 개미로 보인다 콤텍 올 상반기안으로 원 정도 갈 것으로 예상한다 부지런히 단 한주라도 매수해라,72.82000000000001
4099,2023-02-06,콤텍시스템,1,단디 매라 날라간다,84.574
4100,2023-02-06,콤텍시스템,1,낼 지폐간다 이글성지 이상,82.718
4101,2023-02-02,콤텍시스템,1,상승 흐름탄 콤텍이 분명 큰 호재 나올거 같은데정보 아는 넘들이 이미 매수 끝내고 기다리나 몇번 슈팅나올듯,84.205
4102,2023-02-07,콤텍시스템,1,상간다 지금 잠시 멈칫하지만 탄력받으면 치솟는다 언녕 매수하셔요,83.745
4103,2023-02-06,콤텍시스템,1,모아 팔고 다시왔다 주포야 쩜 상한가 가자 목표가 만원 쯤 좋지,86.267
4104,2023-02-07,콤텍시스템,1,오랜 시간의 박스권이 재료를 만나면 어찌 되니이제 갈때가 되었도다 이천원 깨러 가자,83.547
4105,2023-02-06,콤텍시스템,2,오늘 프로 이상지켜줘야 하는데 못가면 돔황쳐,15.223
4106,2023-02-06,콤텍시스템,1,천원까지 원 단위거래라 천원까지 뚫여있다,83.274
4107,2023-02-06,콤텍시스템,1,이제 슬슬 우상향 가제 분 동안 두고 봐라,83.36
4108,2023-02-06,콤텍시스템,1,오늘 상 못치면 전재산 기부한다했습니다,78.514
4109,2023-02-03,콤텍시스템,2,음봉가면 더담어야지,12.336
4110,2023-02-06,콤텍시스템,1,목표가 이상 갔네 결국 내가 졌군 얘한테 안털린분들 아쉽다 오늘 개장하고 사려다 말았는데 이렇게 통수를 쳐버리네 금욜에 다 털고 십잡주라 안들어갈거지만 아쉽긴하군 개미털기 치곤 우왁스럽드만 외국인 프로그램새키들이 머리썼네,32.506
4111,2023-02-06,콤텍시스템,2,아 떨어질각이였나 힘드네 참,10.483
4112,2023-02-07,콤텍시스템,1,지금 매도 하는 머저리 땅치고 후회한다,23.46
4113,2023-02-02,콤텍시스템,1,동전주 한번 크게 간다게다가 제 이동통신 재료도 있잖아세력들 쳐 올리고 재료 곧 나온다,84.41
4114,2023-02-06,콤텍시스템,1,반도체 이제 시작,84.271
4115,2023-02-06,콤텍시스템,1,연상 재료다,84.714
4116,2023-02-02,콤텍시스템,1,실적발표 올해도 대박난다 믿어요,85.434
4117,2023-02-03,콤텍시스템,1,개미들아 익절 손절 하지 말고 길을 열어 줘라 올라가게 돌파 한다 길을 피켜라,85.395
4118,2023-02-06,콤텍시스템,2,여기도 개미들 개많노 주포 물량넘기기 시작했다,10.938
4119,2023-02-03,콤텍시스템,2,하락 추세맞고 떨 네,10.144
4120,2023-02-02,콤텍시스템,1,시간외단일가 상승시작 원콤텍이 외이러는거냐 너답지 않게,81.49799999999999
4121,2023-02-08,콤텍시스템,1,원 돌파시 얼마까지 갈지 모르는엄청난 초대형재료 입니다 기달,84.164
4122,2023-02-09,콤텍시스템,2,나사 납품한다더만 주가는 나사 빠 네,18.798
4123,2023-02-06,콤텍시스템,2,지져분하게노네 어휴,12.093
4124,2023-02-06,콤텍시스템,1,기다려보자 상갈것같으면 드가자 재료는좋은데 음,86.12100000000001
4125,2023-02-09,콤텍시스템,2,나락이다 수고링 천천히 느긋하게 하락할거다 재료끝고점끝다시 부근으로 난 조금씩 단타추매,12.874
4126,2023-02-06,콤텍시스템,2,누가 상한가 상한가 소리를 내었는가 머릿속에 마구니가 끼였구나 철퇴를 준비해롸아,12.672
4127,2023-02-08,콤텍시스템,2,얘도 낼부터 느긋하게 계속 내리꽂을듯 재료도 이거 예전에 나왔던거 또 우려먹노 삼성합병도 사골마냥 우려먹다가 이젠안통하니까 다른재료 우려먹네 이러다가 개미들 많이타면 또 유증하겠지 개미들만 피보는듯 콤텍사면,22.547
4128,2023-02-03,콤텍시스템,2,폭락이다 텨텨,10.152
4129,2023-02-07,콤텍시스템,2,오늘부터 부근까지 천천히하락 다시단타준비 시작,25.601
4130,2023-02-06,콤텍시스템,1,누가 담배 있음 한대만 주라 담배한대 정도는 괜찮잔아 상가기 딱좋은 날씨네,77.659
4131,2023-02-07,콤텍시스템,2,고수들은 콤택 쳐다도 안봐 주포가 쓰레기 그지라,14.546
4132,2023-02-06,콤텍시스템,1,오늘 장도 쓰레기였는데 디게 선방했고 그동안 챗봇 가 난동을 피웠다면 이제는 반도체 가 갈 차례지 두고봐라 차로 원 본다,69.59100000000001
4133,2023-02-03,콤텍시스템,2,진짜 이건 주가조작아니냐,9.314
4134,2023-02-03,콤텍시스템,2,개잡주에서 년 있어 봤지만 이런 개잡주는 상종을 안하는게 정답 오늘 주가 올려서 탈출 시켜준 동호회님들 감사 진심 눈물난다 소고기 값은 벌어가지만 진심 이 지옷같은 종목은 쳐다도 안볼것임 진심 인내심을 가지고 종목사랑에 빠질 모지리들만 매수할것 형이 주식 년차라 다 짬빱으로 알려주는거야,24.188
4135,2023-02-06,콤텍시스템,2,이게 다라구,17.559
4136,2023-02-06,콤텍시스템,1,물량 다받아드시고 이제올리시네 상한가 올리시겟네,85.49900000000001
4137,2023-02-06,콤텍시스템,1,견딘애들 고생했다 내일은 상한가다,85.57300000000001
4138,2023-02-06,콤텍시스템,1,재무만 봐도 최소 억은 가야는데 아시아판권 독점이라 천천히 갑시다,84.147
4139,2023-02-06,콤텍시스템,2,자자 힘내라 더더 팍팍팍 던져라,82.89
4140,2023-02-02,콤텍시스템,1,세력 형님 상한가 한번 부탁드립니다 충성충성,83.603
4141,2023-02-06,콤텍시스템,2,나가리데스 나가리데스 돔황쳐,11.449
