,날짜,기업명,정제된 댓글,상승_하락
5284,2023-02-07,포스코케미칼,여기는 오르는 조건이 왜이렇게 만나요 끼리끼리 안티질 이네 너도 인생 종치겠다 그런 부정적인 머리로 주식 해봐야뻔한거 아닌가 종착역은 한강 아닌가남들 선점할때 뒷북만 처대는 찌질이들내일 또 오르면 멍 때리겠지,1
5285,2023-02-07,포스코케미칼,기관의 작전 에코프로 올려 개인 포케 매도 에코 매수 유도 그랬으면 좋겠네요내가 팔면 오르는데 내가 안 팔아서 안 오르나 이제는 그냥 올려라난 안 팔어,1
5286,2023-02-07,포스코케미칼,늬들이 간다고 생각할때 절대 안간다 개미가 짜증나서 손절치고 나가면 그때부터 시동 거는게 주식이다 분명히 가야할 자린데 안가지 다 팔고 나가라 다음주 부터 날아가는걸 보게 될테니,1
5287,2023-02-07,포스코케미칼,월 미국 법안 통과시 최대 수혜주 다음달 법안 통과되면 포케 또한번 크게 상승할듯,1
5288,2023-02-07,포스코케미칼,새벽 시 분 파월연설 이것이 내일 전고점 돌파의 기폭제가되면 좋겠네요,1
5289,2023-02-07,포스코케미칼,에코프로 엘앤은 숏커버링 포케는 아직도 공매가 설침 줄기는했지만 대차공매 만여주 상환 만여주 공매는 여주 많이 줄었네요 숏커버링이 포케에도 조만간 나올거라 예상합니다 삼성 가 미국 본격 시동에 포케는 날아갈테지요 올 내년 매출도 기대되는군요,1
5290,2023-02-07,포스코케미칼,공매가 설침 삼성 조 계약때 상한가는 커녕쪼매 껄덕 거리다가 시동 꺼졌다금융위와 공매도 쉐키들의 현금지급기,1
5291,2023-02-07,포스코케미칼,오일 이십일선이격조정 꼭알아두셔야할부분일정부분 횡보구간 이라보이네,1
5292,2023-02-07,포스코케미칼,차트는 겁나 이쁜데 왜 가질 않을까,1
5293,2023-02-07,포스코케미칼,내일은 포케 급등입니다,1
5294,2023-02-07,포스코케미칼,애코 같은 차전지 함께간다 성투합시다,1
5295,2023-02-07,포스코케미칼,오늘도 쥐 들이 설치는 거는 오늘도 쥐새끼들이 찍찌커리는 거이 땅에 지진이 나기전 징조가 동물들 특히 쥐새끼들이 땅속으로 다니잔어 하여 쥐새끼들이 이케 설치는 거이 포케가 폭등한다는 야들이 어디서 포케이슈를 줏어들었나 하여 포케장투자 주주분들은 일희일비하지 마시고 기다리면 됩니다,1
5296,2023-02-07,포스코케미칼,포케 쎌 업체로 변모 소식이 없나 아무래도 물밑에서 작업하는거 아닐까,1
5297,2023-02-07,포스코케미칼,포케 게시판 금기어 에코 상식적으로 생각해 봐라사업성적 엉망에 차 차차분기 회사에서 개선불가 이번분기에 그게 싼원료 쓴거라 그나마 방어한거임 했는데 건 선취매했고 에코프로 대비 에코자회사들 연결건들 절상쳐도 매출도 에코프로가 더 많아 순이익율이 에코프로가 몇 배 많아 에코그룹주 이익율 조정했다 치더라고 에코뱀도 그러면 실제로 순이익율이 포케대비 휠씬 높다는거 잖아 시장 상황 업황이 어쩌건 에코 들은 수익낸다는건데 포케 뭐 있니 잔고 잔고 수익이니 수해도 일시적 아니더구만 비 내려봐야 알겠더만 에코프로가 주가는 어제까지도 배나 싸지 오늘 장중에는 배까지 가기는 했었는데 대형 외국계 창구 와서 선취매들 주가 올려주고 플레이 하겠냐 사업내용이 저런데 에코프로 관련을 포케 주주가 감히 언급할 상황이냐 선취매 행님들 선옵션 한방에 안풀고 적장히 해드시며 보합치는걸 감사해야지현물 선옵 그냥 뿌려봐라 같은 케이스 만드는거지 외국계 대형 창구 왜 안붙고 껌머외 신용만 매매거래가 늘겠냐 모르냐 조 까이꺼 선취매 애들에게나 호재지 뭐가 있어 미공개 정보선취매 엉망인 사업내용 동종업종에서 혼자 사업운영관리 능력 떨어지는거이거 말고 뭐가 있냐고,1
5298,2023-02-07,포스코케미칼,포케 게시판 금기어 에코 그런데 주가는 올라가냐 다 팔고 튀어야 하는데너 같이 바보들만 매수하나이런 또라이가 주식한다고그래 계속 짖어라 멍멍아,1
5299,2023-02-07,포스코케미칼,야 여기서 그러지말고 금감원에 빨리 신고넣어여기에 아무리 글써도 주가는 오른다고 너가 몇개월동안 여기 글쓴거 생각해봐 떨어졌으면 이미 떨어져서 이하로 갔음옛말에 개가 짖어도 기차는 간다고 하잖아,1
5300,2023-02-07,포스코케미칼,오늘 매동 외인 기관 개인 금융 투신 보험 오늘도 상방으로 머리를 안틀어서 다행이네요 며칠째 이평선 끌어 올리며 장중 조정을 하는듯 보이네요,1
5301,2023-02-07,포스코케미칼,에코프로가 부럽네요 예전에 샀었는데,1
5302,2023-02-07,포스코케미칼,내가 보기에는 포케 모든 면에서 대형수주가 더 추가되지 않음 근근히 버티는 양상 에너지를 저장하고 장대양봉 해야되지 않을까,1
5303,2023-02-07,포스코케미칼,쓰레기 에코가 갑,1
5304,2023-02-07,포스코케미칼,쓰레기 방금다 매도햇어요 이젠 알아서 하던지 말던지 신경안쓰면 될듯 요즘 핫한종목으로 갑니다 오즈젠모아데이터한국정보코난테크놀러지,1
5305,2023-02-07,포스코케미칼,개수작잦제 개관들 개수작 하는거보이제프로그램 이용 다팔아쳐먹고주가는 종가보합 아님파랭이,1
5306,2023-02-07,포스코케미칼,니들 그거아냐 조 공시날 들어온 시외 흑우들 아직도 물려있다 그때 눈감고 아무 주식이나 샀어도 다 올랐는데,1
5307,2023-02-07,포스코케미칼,개수작 매도 매수물량 깔아놓고 지랄하는거보니까개관넘들 프로그램 이용해서 다팔아쳐먹고 장난쳤네,1
5308,2023-02-07,포스코케미칼,만약 포케가 설사 또 조 수주한다면 앨앤 에코가 딥따 오르고 포케는 선취매 공매토로 또 떡실신 주가는 떡 설사,1
5309,2023-02-07,포스코케미칼,종가는 보합인거 모르는 사람 손들어 보자,1
5310,2023-02-07,포스코케미칼,이 주식은 주가가 이미 갈만큼 간 거 같다 상당기간 등락을 거듭하면서 횡보할 것 같다 엔솔과 가 빠질 때도 거의 안 빠졌으니까,1
5311,2023-02-07,포스코케미칼,명품 포케 웃고간다 오늘종가는 파란불에 공매치고 간다 앞으로 에코쪽에와서 명품포케라고시불이면 아갈이 확,1
5312,2023-02-07,포스코케미칼,기관이 샀다가 차액 남기고 다 팔았네 이런 젠장,1
5313,2023-02-07,포스코케미칼,에코 흐르면 얜 보합 이라니까요 대장이 흐르면 꼴등주는 다 반납이죠,1
5314,2023-02-07,포스코케미칼,자 다시 보합갑니다 김종국이 부릅니다 제자리 걸음 만 가면 죽자고 서로 던지죠왜그럴까요,1
5315,2023-02-07,포스코케미칼,에코 배아프네,1
5316,2023-02-07,포스코케미칼,잔잔하게 오르니 좋구만요 저 옆동네 에코가 가던 말던 조용할때도 있고 시끄러울때도 있지 오늘도 오전에 몇 주 더 담았습니다,1
5317,2023-02-07,포스코케미칼,에코 상한가 농담 같아요 지금도 안늦었어요 못갈아타는 분들은상한가 응원이라도 오세요에코 상한가 가면꼴등중인 포스코도 프로는 오를꺼에요다같이 좋은건데 배아파서 욕만하고 정신승리 말고 응원 오세요,1
5318,2023-02-07,포스코케미칼,에코 상한가 농담 같아요 발표임박 해외진출 매출이익 대로 예상삼성 와 협업으로 해외시장 공략 네이버 검색 다음창 검색해도 톱으로지금 뜨고있구요 갑자기 개인 기관 외인 폭풍매집중 처음으로 이러다 상한가 가버리는건 아니겠죠 조정끝,1
5319,2023-02-07,포스코케미칼,공매파산가즈아 형은 평단 주,1
5320,2023-02-07,포스코케미칼,에코프로 미쳤네 아 배아파,1
5321,2023-02-07,포스코케미칼,제가 에코로 옮기라고 했을때 옮겼음 벌써 프로 수익이자나요 안늦었다니까지금도 안늦었어요신고가 돌파한 주식과 돌파 못하고 선취매 매도한 주식은 분명한 차이가 있습니다지금이라도 오세요,1
5322,2023-02-07,포스코케미칼,이주식 종가 원인가요,1
5323,2023-02-07,포스코케미칼,에코 프로 돌파 에코 상한가 응원 갑시다 꼴등주도 프로라도 오르게 응원합시다에코 프로엔솔 프로 프로꼴등주 프로,1
5324,2023-02-07,포스코케미칼,돈 못버는 회사는 선취매 돈버는 회사는 실적의 차이 사업관리 운영 능력의 차이 숫자는 거짓말 없지 시장에 뭔일이 일어나도 시장에서 지위가 있기에 돈버는 회사시장에 뭔일이 일어나면 뽑아나면 뽑을수록 돈 꼬는 회사 차이,1
5325,2023-02-07,포스코케미칼,개미들이 이제 널 놓아줄때가 된듯,1
5326,2023-02-07,포스코케미칼,만 돌파할건지 말건지 지루하다,1
5327,2023-02-07,포스코케미칼,더이상 점프는 없는가보네요 지치게 만드는건지 이제 올라갈 꺼리가 없는건지,1
5328,2023-02-07,포스코케미칼,수주공시에 에코프로 팔고 여기와서 열만받네 좀 가자 에코프로가 조 이와 전부 수주한거냐,1
5329,2023-02-07,포스코케미칼,만원 가 즈아,1
5330,2023-02-07,포스코케미칼,못오르는 꼴등주 주식방가면 변명이 항상 많음머 계약이 어쩌구 공매가 어쩌구무거워서 어쩌구 많이 올라서 조정이 어쩌구아니 에코는 공매 없어요 조정 안해요,1
5331,2023-02-07,포스코케미칼,양극재 대장은 에코프로 그 다음은 비리비리포케 엘앤 엘화 합쳐도 에코에 안돼,1
5332,2023-02-07,포스코케미칼,무겁다 무거워 그러나 지치지 않고 뚜벅뚜벅 오래오래 갈거다,1
5333,2023-02-07,포스코케미칼,에코에 밀리게는데 신고가 진행중,1
5334,2023-02-07,포스코케미칼,박스권 박스권 신나는 노래 나도 한번 불러본다 쿵쿵따리 쿵쿵따에코는 신고가 신고가 신나는 노래,1
5335,2023-02-07,포스코케미칼,에코한테 밀리는 이유 양극재대장은 에코프로비엠주가 월안에 역전당해,1
5336,2023-02-07,포스코케미칼,형이 알려줄께요 못가는 이유 한국 시장은 실적 계약 이런거 의미 도 없어요외인 입장에서 한국 기업은 그냥 다 거기서 거기에요 특별할게 없죠 그냥 자신들 돈 놀이 하고 물량 개미들이 받아줄 곳을 돌아다니는 거죠 즉 개미가 많이 붙어 있는곳은 절대 안올린다는 말입니다 외인 기관들이 사서 개미한테 넘겨야 하는 그림이 나와야 한다는 거죠 조 때 흑우 개미들이 시외로 엄청나게 붙었죠 당일에도 절대 안올려요 반대로 그날 에코에 개미들이 많이 빠졌죠 이해가 가나요 여기 절대 안올라요,1
5337,2023-02-07,포스코케미칼,솔직히 에코 부럽죠 에코살껄 하죠 나눠 사신분들은 에코 몰빵할껄 후회하죠 후회하면서 허세 부리면 수익 나요,1
5338,2023-02-07,포스코케미칼,솔직히 에코 부럽죠 열씨미 주둥아리 까고있구나사람이 뒈지기직전 용을 쓴다는데네놈도 뒈질때가 되니까발악을 하며 주둥아리 놀리고 있구나니 대로 니 인생 쫑칠때가 온것같다,1
5339,2023-02-07,포스코케미칼,거래량이 안 바쳐주네요 짜증나네요,1
5340,2023-02-07,포스코케미칼,애는 덩치만컷지 최홍만과 비슷하네요 에코 프로 비엠애들처럼 작은 애들한테 쳐맞고다니네요배터리계의 최홍만 덩치는 산만한데,1
5341,2023-02-07,포스코케미칼,둘중하나인데 너무 도박이라 매도추천 뚫고가면 어디까지갈지모르겠고장대음봉한방맞으면 너무 위험한자리 주식시장에서 오래남을려면 욕심이없어여합니다,1
5342,2023-02-07,포스코케미칼,신고가는 깨라고 있는거야 언제까지 너답지 않게 공매에 휘둘리나 신고가 넘자 화이팅,1
5343,2023-02-07,포스코케미칼,발표 다음 검색해 보시면 오늘 발표임박 해외진줄 공장협력화로 삼성 삼성 파트너 쉽이걸 오늘 정식으로 터져주면 연상은 간다고 하는데 조금더 홀딩하시고상한가 도전해서 대박나세요 외인 기관 이제 서서히 매집들어오네요 참고하시고 오후쯤 날아갈듯합니다,1
5344,2023-02-07,포스코케미칼,공매파산가즈아 형은 평단 주,1
5345,2023-02-07,포스코케미칼,지지선 일선 올라섰는데 왜 이모냥일까 이거 무늬만 등 아니가몰라 왜 애가 힘을 못쓸까참 이해가 않되네요,1
5346,2023-02-07,포스코케미칼,에코프로는 날라갔는데 전고점 너도 뚫어야지 뭐하냐,1
5347,2023-02-07,포스코케미칼,조 선취매후 에코뱀에게 상승률 역전 에코그룹주 시장 따까리 수급으로 올렸는데도 역전이라 에코프로 지금 시장 수급 쏠린거 나가려는것 같은데 포케 무빙 좀 볼까,1
5348,2023-02-07,포스코케미칼,빌빌대네 에코가 앞지르겠다,1
5349,2023-02-07,포스코케미칼,그 무거운 엔솔도 프로 상승 엔솔 에코는 공매 금지 인가요 핑계 노노그냥 시장에서 투자 가치가 없다고 생각하는 거죠,1
5350,2023-02-07,포스코케미칼,공매선수님들 선에서맘대로하심이,1
5351,2023-02-07,포스코케미칼,대장 에코가 프로 올라야 프로 정도 오르는 주식입니다에코가 오늘 상한가 가면 프로 정도 상승 희망 있어요에코 응원오세요에코 내려가면 여긴 무조건 보합인거 알죠,1
5352,2023-02-07,포스코케미칼,뭐가 개잡것들이 뭔 장난질이여개같은짓거리 그만해,1
5353,2023-02-07,포스코케미칼,종가는 보합인거 모르는 흑우들 아직도 있나요,1
5354,2023-02-07,포스코케미칼,포케는 최대수혜사 에코프로는 중국소재 사용으로 아는자는 이제 포케로 몰려온다이제 포케가 독주,1
5355,2023-02-07,포스코케미칼,포케는 중공제 재료 안쓰는줄 아냐 포케도 중공 재료가 대부분이야 기대감만 있는거지 니미 중국제 원료 가까이 되는거 모르냐 타회사라고 크게 다르지도 않음 포케도 방법도 없어서 올해 중국 소재대장 대표회사 제휴하자고 지분 취득완한 애들이 중공 드립을 치니 뭘 가져다 써도 시장에 무슨일이 일어나건 수익내는 에코프로 그룹주들하고포케 성적표랑은 다른거지 명품과 맹품의 차이랄까 남 따까리 수급이나 처먹는것들이,1
5356,2023-02-07,포스코케미칼,명품에코 프로 돌파 응원 하로 오세요명품 에코 상한가 가면여기도 프로는 오를지도,1
5357,2023-02-07,포스코케미칼,에코만 가네 이차전지 포스코 엘앤에프 삼스디바부됐네,1
5358,2023-02-07,포스코케미칼,공매파산가즈아 형은 평단 주,1
5359,2023-02-07,포스코케미칼,명품에코 프로 돌파 일주일동안 포스코케미칼 프로 상승명품에코 프로 상승 여기서 머해요,1
5360,2023-02-07,포스코케미칼,공매파산가즈아 형은 평단 주,1
5361,2023-02-07,포스코케미칼,아마도 옆으로 충분한 기간 조정받고 갈것 같은데 참고하셔요 이제부터는 팔지말고 참는것도 미덕이요,1
5362,2023-02-07,포스코케미칼,에코 신고가 돌파 성공 오늘도 프로 상승 명품 에코 구경오세요,1
5363,2023-02-07,포스코케미칼,공매파산가즈아 형은 평단 주,1
5364,2023-02-07,포스코케미칼,오늘 오르면 상방인데 곤란하네 상방 캔들패턴나온단말야스피닝탑 타워탑 섬꼴반전 기대했는데 오늘 양봉나오면 상승삼법 상승지속 변형 아 왜이렇게 안티가 많지 그냥 공매 포기할까 에휴안티들 설치는게 영 꼴보기싫더라니,1
5365,2023-02-07,포스코케미칼,차전지 모두 상승 아 물론 여기는 꼴등이죠,1
5366,2023-02-07,포스코케미칼,포케야 너도 전고점 돌파하러 가즈아 에코는 전고점 돌파후 역사 신고가 원 남았다 포케도 얼마 안남았다 그동안 쉬었으니 같이 가즈아,1
5367,2023-02-07,포스코케미칼,에코프로 주일새 프로 급등 신고가 돌파 시장은 에코 투자가치를 몇배는 높게 보는데선취매 매도한 여기서 머해요,1
5368,2023-02-07,포스코케미칼,포케와 에코프로 차이점 피떡 피떡세키 피떡 피떡세키 로 미운털박혀 허벌나게 깨지니까 아예 로 바꿔 계속 주댕이 삽질을 하는구나 에코는 잘 나가다가 임원진 범죄저지르며 도덕적해이로 수사받고 년넘게 기관과 외인의 공매로 개박살나고 죽쓰다가 최근 겨우 살아나는데 언제 또다시 피박살날지 모른다 피떡세키야 어느날 또 박살날테니 계속해서 주댕이 삽질해라 피떡 피떡세키,1
5369,2023-02-07,포스코케미칼,코스피가 올라도 못올라 내려도 못올라 차전지 다 올라도 못올라 프로 이상은 절대 못올라 왜요 선취매 매도,1
5370,2023-02-07,포스코케미칼,포케에서 에코 하는 애들아 포케서 에코하는 애들아 에코는 있냐 내는 에코도 원에 주 작년에 매수 보유중이다 포케는 년 보유 얼마에 매수한거 같니 그때 원 그후 분할 그후 유증으로 이기서 젓까지 말고 폐지나 줏어라,1
5371,2023-02-07,포스코케미칼,안티들 설치는것보니 오늘 별로내,1
5372,2023-02-07,포스코케미칼,에코뒤를 이어 엘앤에프도 급등 여기서 머해요,1
5373,2023-02-07,포스코케미칼,일선 터치후 상승 굿 일선 따라가는 강한 추세선 유지,1
5374,2023-02-07,포스코케미칼,포케 수주 공시가 악재 소멸 인 이유 선취매 이미 일어 났거든 미공개 선취매 애들 한테나 호재지,1
5375,2023-02-07,포스코케미칼,에코프로 프로 돌파 신고가 돌파 직전 여기서 머해요,1
5376,2023-02-07,포스코케미칼,제발 포케 내일까지 조정주면 좋겠는데 내일 실탄 현금 천만원 확보되는데 기회를 줄라냐,1
5377,2023-02-07,포스코케미칼,오늘 미끄러지겠는데 밧데리는 빠지고 소재는 오를려나보다,1
5378,2023-02-07,포스코케미칼,명품 에코는 오늘도 상승으로 시작 오르는 놈만 오르는 거죠미국은 테슬라만 오르고한국은 명품 에코구경들 오세요,1
5379,2023-02-07,포스코케미칼,오늘도 명품 에코 오르는거 구경 오세요 포스코 케미칼은 오늘도 제자리 걸음 하락 안하면 다행이죠,1
5380,2023-02-07,포스코케미칼,테슬라가 조 계약한다고 누가 그래요 대체 누구 피셜임 작년 테슬라 매출액 원화로 환산하면 조가 좀 못 되는데 년 장기 계약으로 쳐도 연매출 에 해당하는 금액인데 조 계약하면 테슬라 영업이익률 다 날라가는 수준 아닌가 찬티들 실적 이딴거 안보고 그냥 막 짓걸이는건가 영업이익률 인 회사가 연매출의 에 해당하는 금액을 수주한다,1
5381,2023-02-07,포스코케미칼,아웃포펌한 테슬라는 상승 전기차는 판매 지속,1
5382,2023-02-07,포스코케미칼,테슬라 상승하니 포케 상승한다고 이런 한심한,1
5383,2023-02-07,포스코케미칼,전고점인데 과연 오를까 난 어제 대주매도 쳤지 오늘부터 매일 수량 늘린다,1
5384,2023-02-07,포스코케미칼,이차전지 유럽 수혜주 선제 대응,1
5385,2023-02-07,포스코케미칼,테슬라 계속 상승 포케 대형수주 곧 나온다단타 자는 수주 계약 발표후 매매하면 성투합니다 발효로 포케 음양극재는 확실한 감세혜택 받습니다 리튬 니켈 흑연을 원자재부터 직접가공생산은 중국외는 세계에서 포케만 생산하니까계속 포케에서 계약 수주 나옵니다,1
5386,2023-02-07,포스코케미칼,만은 거뜬히 넘어가겠네요 그전 고점들을 보면 층정도 예상합니다,1
5387,2023-02-06,포스코케미칼,했던말 또하고 또하고 도배하고 또하고 개미는 꼬이고 주가는 미동도 안하는데 장미빛 미래 얘기만 하고 샀으면 조용히 지켜나볼것이지 도움도 안되는 주린이가 주린이 색 덜만 자꾸 끌어모으네,-1
5388,2023-02-06,포스코케미칼,테슬라라 니들이랑 뭔 상관 몇주전 수요있다는 개논리 짖던말던테슬라 만 제도 법을 가장해 몰아주기로 가는 분위기지포슬람들 떡줄놈 떡살 생각도 없는데 소화제 벌컥벌컥 먹는건 정말 연기금 인내심 테스트와 외국계 대형 가 가격 어쩌피 알아서 할것인걸,-1
5389,2023-02-06,포스코케미칼,테슬라라 니들이랑 뭔 상관 와 우리 멍멍이 또 나왔네에코 갔는줄 알았는데니가 짖어야 포케가 올라가는데어디 갔다왔어많이 짖어라 주가좀 오르게,-1
5390,2023-02-06,포스코케미칼,미공개선취매 수사 가능성 배제못해 올라탈 자리 놓치고 억울하니까 내부자 거래 시부린다 주식 못한다는 소리는 안하지자기 머리가 나뿐줄 모르는 주린이그런 유언비어가 고발 대상이다이넘아,-1
5391,2023-02-06,포스코케미칼,김종국이 부릅니다 제자리걸음 개잡주는 언제나 제자리 걸음 계약을 해도 다른 차전지가 폭등해도꼴등주는 일간 제자리 걸음,-1
5392,2023-02-06,포스코케미칼,외인매도 이유가 미래에셋 금일 보고서로 만원 목표가 프로 상승 여력,-1
5393,2023-02-06,포스코케미칼,포스코케미칼 테슬라 테슬라발 조규모 공급계약 이런것 한방 부탁해요,-1
5394,2023-02-06,포스코케미칼,미 프리마켓에서 테슬라 상승 넌 상승하고 포케는 못올라가고,-1
5395,2023-02-06,포스코케미칼,일선 닿았어요 낼 급등각입니다,-1
5396,2023-02-06,포스코케미칼,수주는 포케가 했는데 에코들이 오르냐 재주는 포케가 부리고 뽕은 에코프로가 따노,-1
5397,2023-02-06,포스코케미칼,한발 더 남은 듯 차트가 시간은 좀 필요 목표 만 원,-1
5398,2023-02-06,포스코케미칼,포케 핵심 포인트 분기 연속 최대치매출 증가 포케 핵심 포인트 분기 연속 최대치매출 증가 없어서 못 파는 양극재 매출 배는 기본 올해도 실적 이끈다 삼성 와 조 양극재 장기공급 계약 체결 이번 계약을 통해 그간 주로 생산하던 리튬 니켈 코발트 망간 알루미늄 양극재를 넘어 양극재까지 제품 포트폴리오를 확대 글로벌 양극재 시장은 지난 년 억달러 약 조원 수준에서 년 억달러 약 조원 까지 급증할 전망 포스코홀딩스는 아프리카 탄자니아 흑연광산을 보유한 호주 광산업체 블랙록마이닝 지분 를 인수해 향후 흑연 공급 효과 급증 포스코케미칼 년 만에 소재 기업으로 환골탈태 현재 배터리 소재 업계 위 업체로 부상한 포스코케미칼 앞으로도 포스코그룹의 소재 사업 대부분은 포스코케미칼이 담당 그룹의 전사적 지원으로 포스코케미칼의 급속한 성장이 기대 과거 산업의 쌀 이 석유화학과 철이었다면 미래 산업의 쌀은 배터리 및 양극재 음극재 등 관련 소재 전기차 예상 판매량에 음극재는 절대적 부족한 상황 국내 배터리 사의 음극재 수요 조 원 현 시점에서 그 수요에 대응할 수 있는 글로벌 업체는 사실상 포스코케미칼밖에 없다 연산 만 톤 인조흑연 음극재 단계 공장 착공 글로벌 자동차회사들 연일 포케에 러브콜 러쉬 상담 러쉬 전세계 모든 완성차들이 포케를 만나고 싶어한다 세계 최대 포스코케미칼 양극재 광양공장 종합 준공에 양극재 생산 라인의 풀 가동 포스코케미칼의 미국내 음극재 생산공장 건설 차전지 소재 선제적 투자로 대박 난 포케 국내 유일 양극재 음극재 생산 기업 캐나다 합작공장까지 완공 되면 세계 최대 규모의 생산 거점을 구축 포케은 과 밀접한 관계 은 전기차 판매 호조에 힘입어 깜짝 어닝서프라이즈 실적을 발표 의 강력한 실적은 미국 내수가 탄력적이었고 기록적으로 낮은 재고로 메국 자동차 산업이 정상화된데 따른 것으로 분석 포스코케미칼은 분기 사상 최대 실적을 통해 양극 소재 기술력을 입증 법안에 따라 선제적인 북미 지역 투자로 포스코케미칼이 큰 수혜를 입을 전망 국내 유일의 음극재사로서 원료부터 소재 생산까지 완전한 밸류체인을 완성제품 포트폴리오 확대를 통해 갖춘 사업경쟁력이 수주 결실 독자적인 기술과 원료 경쟁력을 바탕으로 글로벌 고객사 확대를 적극 추진하고 양 음극재 사업을 균형 있게 성장시켜 글로벌 탑티어 배터리소재사로 도약 원료부터 최종 소재 생산까지의 밸류체인 전체를 내재화 포스코케미칼은 분기 연속 최대 매출을 경신 가 배터리 소재 업체를 갑 으로 만들고 있다 포스코케미칼 이어 에 수십조 규모 양극재 공급 추진 포스코케미칼이 온에 양극재를 정식 공급하는 것도 이번이 처음 온 미국 켄터키주 합작공장 장비 이상 한국산 포스코케미칼은 삼성 와 전기차용 하이니켈계 양극소재 중장기 공급계약을 조 억 만원으로 이는 년 매출 대비 에 해당 포스코케미칼은 포드와 년 이상의 장기 공급계약 캐나다에 건설 중인 과의 합작사 얼티엄캠에도 전구체 공장 건설완공 목표 시점은 년 포스코케미칼 및 포스코와 화유코발트 전구체 합작사인 저장푸화와 양극재 원료인 전구체 공급 조원 규모 삼원계 전구체 구매 계약 계약 전구체란 양극재 원가의 이상을 차지중간 소재로 니켈 코발트 망간 등의 광물을 가공해 제조배터리의 성능과 수익성 공급 안정성에 핵심적인 역할을 하는 만큼 안정적인 전구체 수급이 중요 포케는 광양에 억원을 투자해 만 규모의 전구체 공장 건설 화유코발트 전구체 생산으로 년 분기 순익 배 증가 자체 광산을 보유하고 있는 세계 최대 코발트 채굴 업체포스코케미칼에 양극재의 원재료인 코발트 등을 공급연간 규모의 전구체 생산 포스코케미칼 전구체 증설 탈중국 대응 속도전 전구체는 양극재 원가의 이상을 차지배터리의 성능과 수익성 공급 안정성에 핵심적인 역할 염수리튬 생산 포스코아르헨티나와 포스코리튬솔루션을 통해 염수리튬 생산 광석리튬을 생산 호주 포스코필바라리튬솔루션을 통해 광석리튬 생산 리튬은 두 가지 채굴 방식염호에서 추출하는 염수리튬광산에서 채굴하는 광석리튬 폐배터리 재활용으로 리튬 니켈 코발트를 추출포스코 클린메탈은 폐배터리 재활용을 통해 리튬 니켈 코발트를 추출 페로니켈 생산뉴칼레도니아 니켈 광산 투자를 통해 세운 원료법인 에서 니켈 광석을 공급받으면 가 페로니켈을 생산 알루미늄 생산도 완성 천연흑연 음극재도 년부터 포스코케미칼이 국내에서 유일하게 생산 인조흑연 음극재 국산화 성공미국 얼티엄셀즈와 인조흑연 음극재 대규모 공급계약을 체결소재 국산화를 넘어 첫 수출의 성과를 거두며 글로벌 시장 공략에 성공 포스코 클린메탈 공장에서는 올해 하반기부터 리튬 니켈 코발트가 본격적으로 생산 년까지 양극재 만 음극재 만 리튬 만 니켈 만 생산 판매체제를 구축 이차전지 소재사업에서만 매출액 조원을 달성한다는 계획 동서화학공업과 손잡고 수질 대기 정화용 친환경 소재인 활성탄소 신사업 진출 전기차 시장 성장은 국내 배터리 관련 기업들의 실적 신기록으로 이어지고 있다 배터리 소재 사업을 하는 포스코케미칼도 지난해 매출액 조 억 원 이 창사 이래 처음으로 조 원의 벽을 허물었다 현재 전기차 배터리 시장은 구매자 고객사 가 주도권을 쥔 바이어스 마켓이 아니라 판매자가 협상의 우위를 점한 셀러스 마켓,-1
5399,2023-02-06,포스코케미칼,챠트가 쌍봉댁이다 우선 튀어라,-1
5400,2023-02-06,포스코케미칼,밧데리 만드는게 아니고 소재 소재 찌거기,-1
5401,2023-02-06,포스코케미칼,낼 급등하겠네 포스코 초대박 예감,-1
5402,2023-02-06,포스코케미칼,차전지 꼴등주 들고 자꾸 왜냐고 묻지 마라상승을 원하면 대장주 명품 에코로 와라,-1
5403,2023-02-06,포스코케미칼,차전지 꼴등주 들고 니 혼자가라여기서 얼쩡 거리지말고,-1
5404,2023-02-06,포스코케미칼,차전지 꼴등주 들고 너 혼자가라 포케가 좋아서 얼쩡거리면서에코 가는순간 에코는 폭락이고포케가 날아갈것 같어어여가라 레코가든지 개코로 가든지,-1
5405,2023-02-06,포스코케미칼,차전지 꼴등주 들고 이 바보는 아직도 대장주를 모르고 주식하네,-1
5406,2023-02-06,포스코케미칼,혼자 하락쳐맞네 왜 명품이니까 달동안 하락이다,-1
5407,2023-02-06,포스코케미칼,외국인들 에코랑 포케랑 쌍으로 매매 하면서 대박 치네 개미들만 요리조리 휘둘러 털리고,-1
5408,2023-02-06,포스코케미칼,나처럼 포케수주때 포케아니라 비엠을 샀어야지 비엠팔고 포케산애들은 잡고 반성해라 뭐니 이기,-1
5409,2023-02-06,포스코케미칼,꼴랑 천원 떨어 졌는데 호들갑 떨지마라 조정이 있으면 상승도 있다 뭔 단기적으로 얼마나 먹으려고안티 찬티들이 득실거리냐 그냥 진득하니 보고있어때가되면 날아간다 주식이 그렇게 쉬우면 얼마나좋을까 모두가 부자되게 그러나 세상에 공짜없다 인내한 만큼 돈을 벌어간다 어차피 밧데리 관련주는 우상향 길이 열여있다 오늘같이 조정주면 줍줍하고 기다려라 년이고 년이고 기다려야 돈번다 몇일 기다리고 수익 볼려고 하지마라그러다 깡통찬다,-1
5410,2023-02-06,포스코케미칼,쌍글이 매도 언제나 개미만 매수,-1
