,날짜,기업명,제목+내용,조회수,공감수,비공감수,페이지,전날_대비_상승_하락
103,2023-02-09,삼성전자,너무한다 너무해 ㅋㅋ 전쟁나면 한녀 쏴죽이겠다 ㅋㅋ  ㅋㅋㅋ 대가리가 나쁜 사람은 찬방에서 훌쩍거리고있겠네 후울쩍,303,1,0,212,-1
104,2023-02-09,삼성전자,사람은요 전족을 '못버려'  못버리지요 암요 대갈빡이 자신이 좋다고 믿으면요,246,0,0,212,-1
105,2023-02-09,삼성전자,앗싸라비야  대박터져부럿네  !  오십억원 !   캬 ㅡ.   오십억  ! ㅡ,282,4,0,213,-1
106,2023-02-09,삼성전자,난 전족을 죽어도 못버린다 => 예아스  끝까지 해보겠다 예아스 ㅋㅋㅋㅋ 정상이 아닌 환경에서도 하는거에요? 다리몽댕이 분질러져있는 상태냐? 현대인이? 예아스,249,0,0,213,-1
107,2023-02-09,삼성전자,"50 억원 정도의  돈을 가지지 못한 자슥은 토론방에 글도 쓰지마라.  자슥아 !   못난 자슥 ! 남들  돈벌때  ,  뭐했냐  자슥아 ? ㅡ 궁민 지원금 타먹는칠푼이 자슥들 ! 크크큭 .  ",293,2,3,213,-1
108,2023-02-09,삼성전자,내란과 쿠테타 다르다. vs  오스트리아가 호주다.  머가 더 쎄냐? ㅋ 총체적난국이다. 진짜 ㅋㅋㅋㅋㅋ ,272,1,0,213,-1
109,2023-02-09,삼성전자,50  억원은  한민족 사회의  표준이  될것이다.   쿠하핫. ㅡ,285,6,1,213,-1
110,2023-02-09,삼성전자, 한민족 인구소멸로  50 억 기득권충들만  후대를  이어간다.   인구절벽ㆍ 인구소멸로한민족은 모두가 기득권충들이  된다. ㅋ ㅋ,273,4,0,213,-1
111,2023-02-09,삼성전자,"한민족 사회의 격화되는 적자생존의 법칙으로 인해  우량  한민족만 살아남아 ㅡ,    멍청한 한국인은 도태되고 시류에 잘 적응하는   오십억  약삭빠른  한민족이탄생한다. 한민족인구소멸의  역설이다. ㅡ",262,1,0,213,-1
112,2023-02-09,삼성전자,"50 억원 사건은 한민족 인구소멸의  직접적 원인이 될것이다.  ㅡ여자들이 50 억 정도 되는 남자들을원하고 있고 , 50 억  안되는  남자들은  결혼을포기한다. 그래서 ,  인구소멸  ! ㅡ",297,5,1,213,-1
113,2023-02-09,삼성전자,"~~자백~~  소름 끼치게 무서운세상이다대한민국은검사의  나라다 앞으로 검사를 볼때흡혈귀가  떠오를것 같다 그럼  대한민국 은  검사와의  전쟁중인가??  박원순 서울시장님 의  죽음은,??  넷플릭스 로  자백을 보고난후가슴이  심하게  뛴다~!",287,8,2,214,-1
114,2023-02-09,삼성전자,점박이 빵에가면 언제나올까?  거기서 묻어야제 ㅋㅋ,275,1,3,214,-1
115,2023-02-09,삼성전자,돼지추종자새키들 떵줄 제대로 타갓고  안데질려고 잣나 애쓰네.벌써 패턴 정해졌어 새키들아~머저리새키들.니들따위가 그걸 바꿀라고? ㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ,275,2,1,214,-1
116,2023-02-09,삼성전자,"개미들이 돈 벌기 어려운 국장,  반면에 비교적 국장보다 훨씬 공정하고 선진적인 유럽/미장에선 돈 벌기 훨씬 쉬움...유럽/미장은 장 시작 전에 정보 보안에 철저한 지표 발표 딱 보고, 딱 그대로 베팅하면 비교적 수월하게 돈 벌 수 있음... 방금 유럽장도 딱 이랬음...근데, 국장은 거의 항상 지표의 역방향으로 몰아붙여서 개미 돈을 털어감... 그래서 국장은 사기도박판인 거임...",245,0,0,214,-1
117,2023-02-09,삼성전자,NH증권 앱오류 있으신분있나요  저만그런건지,240,0,0,214,-1
118,2023-02-09,삼성전자,★ 돼통뇽를 왕같이 모시는 대통령실 - 어이없음.  https://youtu.be/P8ux7Y5uHYw,270,2,0,214,-1
119,2023-02-09,삼성전자,촛불들이 얼마나 지능있냐면   가랑잎 타고압록강 건넜다는김일성이를 믿음완전 저능아들그러니 쉽게 선동되어촛불 들고 좀비로 변함졸라 웃기는 놈들ㅎㅎㅎ,284,2,3,214,-1
120,2023-02-09,삼성전자,신영복   뇌가 우동사리가랑잎 타고 압록강 건넜다는김일성이 시다발이 노릇을 함ㅋ그런 스키존경한다는OOO이 더 웃김,281,1,4,214,-1
121,2023-02-09,삼성전자,"신은 없다 검증되었다  튀르키예 구조하면서생존자가 구조되면""오! 신이시여 감사합니다""하나같이 그러던데신이 있었으면 애초에지진이 안났겄지",283,3,0,214,-1
122,2023-02-09,삼성전자,아나 내 막쥴리  잣나게 쳐먹고 갖다놨네. 나 안먹어 새키야!,311,3,1,214,-1
123,2023-02-09,삼성전자,콜걸의 시다바리가~  쑈걸이냐? 콜걸 패거리에 집단구타 당하고~ 시다하는거~ 이해한다~ 퇴직금 1년에 10억 이상은 받아야지~,299,6,1,215,-1
124,2023-02-09,삼성전자,주가조작녀  김껀희 굿속하라 굿속하라천공하고 굿속하라 굿속하라나라꼴이 굿판이네 으이그&,288,6,0,215,-1
125,2023-02-09,삼성전자,개고기 익명당~  익명과 비선이 실세~ 개구녕이나 좋아하는  음탕한 잡것들~,279,1,0,215,-1
126,2023-02-09,삼성전자,앞으로 뇌물은  자식들 계좌에 퇴직금으로 꼽아주면 되겠네 합법적 뇌물 ㅋ,300,11,0,215,-1
127,2023-02-09,삼성전자,퇴직금 50억이 무죄?  검새들 판사 사찰해서 협박했냐? 아니면 그 판사도 한패냐? 간보기 판시 했냐?  혹시나 해서?,295,6,0,215,-1
128,2023-02-09,삼성전자,퇴직금 50억이 무죄?  검새들 판사 사찰해서 협박했냐? 아니면 그 판사도 한패냐? 간보기 판시 했냐?  혹시나 해서?,296,6,0,216,-1
129,2023-02-09,삼성전자,권력에 기생하여  얼마나 쳐묵고 엉터리 판결을 했는지 ~ 이 판새는 모두가 꼭 기억해서 길이길이 응징 해야한다.,279,4,0,216,-1
130,2023-02-09,삼성전자,"일본놈 장교 박정희나 전두환이 같은놈이 쿠테타일으키는건 반대하지만  전방에서 개고생하는 사단장 압수 수색하는 ,작금의 사법부공무원 쉐이들 지랄하는것보면 차라리 ,군인들이 통치하는게 맞다싶다 ",278,2,0,216,-1
131,2023-02-09,삼성전자,50억원  먹어도 무죄인 나라  드러운색히들 주가조작범은수사도안하고 개검의나라,291,13,0,216,-1
132,2023-02-09,삼성전자,■열심히 모아 2021년에 집 산자들. 최소 5억손해  박탈감 느낄것이다.  너무 열시미 사는 것도 인생 조지는 지름길. ,353,2,1,216,-1
133,2023-02-09,삼성전자,쉿  띠바리  넘아. 나가 놀아라,245,4,0,216,-1
134,2023-02-09,삼성전자,30대에 퇴직금 50억 받은게 왜 잘못이가  빨리 약 쳤먹어라. 정신없다 청산가루 약이다,230,0,0,216,-1
135,2023-02-09,삼성전자,유럽 시가올려 털기작전   숏 체결 ,261,0,0,217,-1
136,2023-02-09,삼성전자,ㅍㅎ 뒷통수도 1등으로 처맞네  전철 버스 유료화대구 국졸들언제까지 빠는가보자 ㅎㅎ,292,8,0,217,-1
137,2023-02-09,삼성전자,자~ 여러분 오늘 본 63.000원 삼전가격 다시 보려면  4년 뒤에나 볼 수 있을겁니다즉 코스피지수 2500  다시 보려면  4년 뒤에나 조만간  갑작스럽게가 아니고  곧  앞으로 한 달뒤  코스피지수 2200으로 가 있을것이며 두달뒤엔  2100한 번 반등 뒤에   그 다음부터는  지옥길로 들어서는 입구로 들어간 상태이니  3년 동안 허리띠 졸라메고  하던일 열심히 하면서 검소한 생활로  각자도생 해야 하는...... 제 2의 IMF시대가 올 수도 있겠다는  30년짜리 경제싸이클일 가능성이 커보입니다.그냥 그렇다구요 ,272,0,0,217,-1
138,2023-02-09,삼성전자,1월 무역적자가    127억불이다. 이거 매스컴에서   나오지않냐? 여기에  중국 무역적자가 크게 작용한다.,291,2,0,217,-1
139,2023-02-09,삼성전자,쥴리근육남과 홑이불사건  그게 뭐예요?,301,5,0,217,-1
140,2023-02-09,삼성전자,"조빵꾸민 과 김삿갓  조씨 말은 알려졌고. 만약 시공을 초월하여, 김삿갓이 말한다면, 어떤 이야기를 할까?",257,0,1,217,-1
141,2023-02-09,삼성전자,"세입자가 건물주한테 임대료 안올렸다고 욕하더라  어제 모임에 가서 밥먹는데, 나이 지긋하신 장사하시는 분이 작년 임대인에 대해 욕을 한바가지 하네요. 건물주가 작년 5월에 바꼈는데, 새해들어 임대료와 관리비를 30%나 올렸데요. 왜 올렸냐고 따지러 갔더니 새 건물주가 지난 5년동안 각종 비용이 다 올라서 어쩔 수 없이 올렸다고 조목조목 설명하는데, 다 납득이 가더래요. 그래서 옛임대인에 대해서 너무나 화가 나더랍니다. 5년전부터 미리미리 임대료와 관리비를 차곡차곡 올릴것이지 그동안 안올리다가 결국 새 임대인이 대폭 올릴 수 밖에 없게 만들었다고 개쌍욕을 하더라구요.",292,4,0,217,-1
142,2023-02-09,삼성전자,그 좋아하는  일본 아베처럼 행복한 결말맞길 ㅎㅎ,290,5,0,217,-1
143,2023-02-09,삼성전자,얼마나 모질한놈이면  주요 22개국중 21위겠냐 우동사리는 맨들맨들 파이터기질만 오지는 막말꾼 ,293,9,1,218,-1
144,2023-02-09,삼성전자,건국이래   물가 무역은 건국이래 최악으로 만들어놓고 쌈박질이나 오지게하는 이렇게 나라망친놈은 없었다 알아서 겨 나가라,284,4,1,218,-1
145,2023-02-09,삼성전자,야 꺼니 마빡에 숯칠 했을때...  침팬지 닮지 않았냐?아 진지하게 봐봐~숫컷 침팬지들한테 인기좀 있을거 같은 암컷침팬지.  나 농담 아니다. 몇번을 봐도 그래!,288,5,0,218,-1
146,2023-02-09,삼성전자,깡패의 힘당  징글징글하다 집단린치 학폭은 암껏도아니다 5년짜리 공무원 영업사원주제에 푸하하,282,4,0,218,-1
147,2023-02-09,삼성전자,대한민국법무부장관 업무  술집년수호,316,9,0,218,-1
148,2023-02-09,삼성전자,동후니 휴대폰까면  헉 !!!학학!!!!,326,9,0,219,-1
149,2023-02-09,삼성전자,합법적 뇌물은 퇴직금으로 받아라  반은 맞고 반은 틀리지 ㅋㅋ 우리나라 역대 퇴직금 4위의 위엄 ㅋㅋㅋㅋㅋ,289,4,0,219,-1
150,2023-02-09,삼성전자,썽려리 술챙기고 지하벙커 숨어라  곧 잡으러 간다 ㅋㅋㅋㅋ,284,4,0,219,-1
151,2023-02-09,삼성전자,애인하고도 300회 안한다  뭔 알콩달콩 상사 와이프하고300번을 하냐?,301,7,0,219,-1
152,2023-02-09,삼성전자,천공과 이만희 영혼결혼  맞나요?신천쥐신도가 그러던데...,305,8,1,219,-1
153,2023-02-09,삼성전자,콜걸 욕하지마라     욕으로 끝날 수준이 아니잖아 ㅎㅎ   ,301,12,0,219,-1
154,2023-02-09,삼성전자,이상민 일을 안 하는데 왜 1억 4000 주나?  일을 해야 월급을 받은데 1억 4000을 왜 꽁으로 주나? 당장 똑바로 고쳐라,287,4,1,220,-1
155,2023-02-09,삼성전자,아나 누가 내 막쥴리 손댔냐?   어떤 새키가 말도 없이...  즉당히 깨끗이 먹고 다시 갖다놔라.    다 먹으면 안된다~!,285,4,1,220,-1
156,2023-02-09,삼성전자,반드시 쿠첸은 처절하게 망해야 합니다!  ㅡ,250,0,0,220,-1
157,2023-02-09,삼성전자,차기 행안부장관  류삼경 총장님 똘상민합죽이 비켜!!!!!,278,3,2,220,-1
158,2023-02-09,삼성전자,원위치  전고점 65000 ,256,0,0,220,-1
159,2023-02-09,삼성전자,개미  기관외인판던지  사던지1조  좀  해보세요아니면  개미끼리  싸우게  비키던지,266,0,0,220,-1
160,2023-02-09,삼성전자,대통령과 총리가 나란히...  자녀도 없고 군대도 안가고... 도대체 이자들이 국가에 이바지한 바가 뭔가?유흥산업 진흥에 힘썼다고 해야 하는지...,300,4,1,221,-1
161,2023-02-09,삼성전자,12년 만에 최악 참사…튀르키예·시리아 사망자 1만 2천명 육박   하늘의 심판이 다가온듯 싶어요 ~~,271,0,0,221,-1
162,2023-02-09,삼성전자,"삼전 반도체 실적 폭망한 원인  우리 대통령님이 친미 반중 탈중국 멸콩 외친거 영향 있다 없다? 있다고 생각하시면 공감, 없다고 생각하시면 비공감 눌러주세요  삼전 메모리 반도체 수출국 1위는 중국이었구요 작년에 중국 반도체 수출이 47퍼 마이나스..",263,0,3,221,-1
163,2023-02-09,삼성전자,오늘 100원 하락했죠? 내일 최소 1700원 하락합니다  처신똑바로 하세요,332,1,2,221,-1
164,2023-02-09,삼성전자,꼭 상승장에서 단타하는 데  완벽하게  깨지더라 저번 코라나 대하락 대상승장에서 단타쳤다가 깨갱 개 ㅅ끼 됐는 데.. 어렵다. 어려워~돈번 ㅅ끼는 전생에 나라를 구한 놈 ,288,1,2,222,-1
165,2023-02-09,삼성전자,깐족이  https://youtube.com/watch?v=FJ006yJRdIo&si=EnSIkaIECMiOmarE   전쟁은 일어나선 안되지만 전쟁도 미리 가상하고 대비하는 자세가 국무를 보는자의 자세이거늘  깐족이는 항상 깐족대기만 하네 콜걸 따까리답다고 느껴진다,286,2,0,222,-1
166,2023-02-09,삼성전자,3개월 day매매 해봤는 데..실패  주식 졸라 어렵네..결국 초하수네. 응예~,309,2,1,222,-1
167,2023-02-09,삼성전자,또라이들  외인 산되 왜파냐이러니개 미들 이않되는거야,273,0,0,222,-1
168,2023-02-09,삼성전자,구주가로 환산하면 1주당 315만원이야~~~  징징대는 분들  정신차렷요~~  니나노~~알려드림!!  추언여러분들은1주당 315만원짜리를겁 없이 마구 산 것 개미들 헉!!,345,1,0,222,-1
169,2023-02-09,삼성전자,동호가 시기흔들어대네  니기미,289,0,0,223,-1
170,2023-02-09,삼성전자,동시호가 ㅈ대누  1프로 오라까라끼리끼리 피 투더 쩨엠,270,0,0,223,-1
171,2023-02-09,삼성전자,나는 초고수 안하고  초하수 할래..실력이 개판이라서,281,0,1,223,-1
172,2023-02-09,삼성전자,주식이 힘들다.  힘들어~..,300,1,1,223,-1
173,2023-02-09,삼성전자,썩을  개관들~,295,1,1,223,-1
174,2023-02-09,삼성전자,주식이 무섭다  어느 장단에 맞춰야 하나?,311,0,1,223,-1
175,2023-02-09,삼성전자,적을 대하는 자세!!!  美 텍사스주 의회 ‘중국인 토지 매입 금지 추진 [출처] 에포크타임스 - kr.theepochtimes.com,258,0,0,223,-1
176,2023-02-09,삼성전자,마녀의날  아우,313,2,0,224,-1
177,2023-02-09,삼성전자,63500~~  ~~~,268,0,0,224,-1
178,2023-02-09,삼성전자,"다~ 전 정권 탓” 돌아올 부메랑은?   전 정권탓은 유효기간이 일년이다 !!! 일년 지나면  '뭐라는거야 ?' 이렇게 된다  써 먹을수 있을때,  빨랑빨랑 써 먹어아 !!!  OOO아 ~~ ",302,3,1,224,-1
179,2023-02-09,삼성전자,삼성  아 왜 떨어지니?,310,1,0,224,-1
180,2023-02-09,삼성전자,함무라비법전 동해보복법  빨개이들의 어거지땡깡엔 몽디찜질로개소리엔 주디오바로크로난동엔 집단거세형으로,290,1,0,224,-1
181,2023-02-09,삼성전자,조폭이 다스리는 세상을 선택하는 사람도 있네요.  ㄷㄷㄷ,316,3,3,224,-1
182,2023-02-09,삼성전자,배당 얼마줄까? 언제줄까?  ?,319,1,0,224,-1
183,2023-02-09,삼성전자,오늘 기관넘들 어제 하방 옵션에서 털린거 만회히려고???  옵션 만기 오늘목숨 걸고  거의 올인으로 콜매수 때리고 있구나???거의 개미들하고 같은 수준...,298,1,0,224,-1
184,2023-02-09,삼성전자,삼전이여 6만대 한번만 깨주세요  계속 기달리고 있는데 5만원대 주질안네한번만 주이소 다 들어가게요~~플리즈,309,1,4,224,-1
185,2023-02-09,삼성전자,틀니들 발작버튼 찾았네 '노령연금'  세금좀 그만 빨아쳐먹어라 ㅠ 늙은게 무슨 대수라고 ㅜㅜ 가서 폐지나주워,289,1,1,225,-1
186,2023-02-09,삼성전자,삼성  하루종일 그자리에서 있는것도 대단,277,0,0,225,-1
187,2023-02-09,삼성전자,외인 공매도 친다. 팔아라  지금이 마지막 팔 기회다. 이제 떨어질 날만 남았다.,299,1,1,225,-1
188,2023-02-09,삼성전자,?  외인 선물 매도ㆍ,263,0,0,225,-1
189,2023-02-09,삼성전자,★sbs뉴스 떳네요 속보 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ     유명무실' 금리인하요구권 바뀐다…안내 강화하고 거절사유도 구체화입력2023.02.09. 오후 12:58    금리내렷으니 대출금리 내려줘  응 꺼저 경장하구먼 공감하면 추천 꾹!!!,400,2,0,226,-1
190,2023-02-09,삼성전자,레인보우로보틱스 8배오르고 조정끝  이제 조정끝이다 무조건 십만원 간다 텐버거!!,316,0,1,226,-1
191,2023-02-09,삼성전자,개미세끼들아 그만좀 사라  ㅇㅇ,328,2,0,227,-1
192,2023-02-09,삼성전자,동시호가 밑이냐 위냐  궁금,316,0,0,227,-1
193,2023-02-09,삼성전자,대비하셔야 하세요  4만안착. 13년횡보,305,0,0,227,-1
194,2023-02-09,삼성전자,voice. 이새키 신경정신과 치료 받는 넘이라는데  내 막쥴리 건다. 내가 꿀꿀할때마다 먹는건데...,313,1,0,227,-1
